Network,Content type,Content
facebook,Comment,Yes there’s a space to check when you donate.
facebook,Comment,"Thank you for the meals and shelter; however, i understand one must commit to being prosthelized to. Makes me sick. It's unethical."
facebook,Comment,This is amazing!!  Thank you ❤️
facebook,Comment,Still need donations?
facebook,Comment,Grace is a great person. She is very caring. Thanks Grace for all your help
facebook,Comment,
facebook,Comment,Grace is a legend!
facebook,Comment,That is so awesome Grace you are a very caring young lady ❤️ God bless you 🙏
facebook,Comment,"Do you prepare the meal at the cedar point ?
Do you use the people on the program?"
facebook,Comment,This is awesome !!!
facebook,Comment,How much is Jason Nixons pension? Or living cost increases? Maybe he can help out
facebook,Comment,FUCK that I don't support colonial holidays.
facebook,Comment,Such a great picture
facebook,Comment,🙏💕
facebook,Comment,"Yeah, yeah, jeeebusss said unto them FUCKETH OFF, and all the rest of the insane CULTIST bullshit!"
facebook,Comment,Feeding the hungry .. always a blessing to do
facebook,Comment,What a fantastic idea!
facebook,Comment,✅
facebook,Comment,You must be an immigrant.
facebook,Comment,This is so heartwarming!
facebook,Comment,You are doing an amazing job Grace!!
facebook,Comment,Wonderful idea
facebook,Comment,Amazing Red Deer Catholic Regional Schools 🫶👏
facebook,Comment,The Mustard Seed Thank YOU for helping and serving so many people! 🙌
facebook,Comment,Wonderful.
facebook,Comment,Nice job
facebook,Comment,God Bless
facebook,Comment,Awesome
facebook,Comment,The Mustard Seed We’re so honoured to have you as part of this ❤️
facebook,Comment,"Today is 9-25-25.  How does one contact your organization by phone ?  I’ve called and left numerous messages trying to contact John about a furniture pickup.  He has never returned my calls (?)

I’ve tried to schedule a pickup online but am confused because there are two options and I’m not sure which I would be signing up for."
facebook,Comment,This❤️❤️
facebook,Comment,Awesome
facebook,Comment,You are amazing!!
facebook,Comment,"Their website doesn’t open,was looking for info on donating walkers/ canes,bathroom supports"
facebook,Comment,We Hatters are pretty generous.
facebook,Comment,Do you need blankets
facebook,Comment,We are so grateful for the community's support 💛
facebook,Comment,"Oh wow, that is amazing! Way to Go!!"
facebook,Comment,why is everyone freezing then uggh
facebook,Comment,That's awesome. 40  years ago the Calgary SEED's clothing bank was in the basement of my house.
facebook,Comment,🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡👚👚👚👚👚👚👚👚👚👚👚👚👚👚👚
facebook,Comment,"What happened in Medicine Hat, AB, why did you have to shut down? How much of the $5.38 goes towards the meal?"
facebook,Comment,"And remember: Hope Mission, Boyle Street Community Services, Bissell Centre, and the The Mustard Seed are receiving🚗🚘🚙donations, too! Every vehicle will be assessed for re-sale, or recycling -- whichever method brings the highest donation outcome! Simple. Quick. Free.🥰 Runnin' or rusty, classic (we just auctioned a Ford Model A for a donation of $10,687.50 for a cancer charity!) or crush-ready, every car counts!"
facebook,Comment,I’ll pass.
facebook,Comment,never give to the mustard seed church
facebook,Comment,Buhler- The Mustard Seed
facebook,Comment,Can you use cottage cheese containers?
facebook,Comment,You are doing a great job managing the Lighthouse in Saskatoon. Vast improvements. Keep up the good work.
facebook,Comment,"I have donated for years at Christmas.

Take some Christmas present cash & make the holidays a better one for someone who would appreciate it… more than you can imagine.♥️"
facebook,Comment,
facebook,Comment,AMEN
facebook,Comment,"Good job, Mike.👍"
facebook,Comment,
facebook,Comment,
facebook,Comment,The only charity I know that charges a fee for donations....
facebook,Comment,
facebook,Comment,AMEN
facebook,Comment,If you vote for Mark Carney you get a free word salad.?
facebook,Comment,"Approximately 10,000 to 13,000 children die each day from hunger and related causes, though numbers vary and the situation is worsening due to factors like conflict and climate change. Sources like the United Nations and Islamic Relief Canada state over 10,000 children die daily from hunger, while other organizations like the International Rescue Committee and World Food Program USA report a child dying every 10 to 15 seconds, adding up to more than 3 million deaths per year."
facebook,Comment,ill buy one !!! where do we eat ?
facebook,Comment,I Really don't believe in giving my phone # and address !!!!!!!!!! For what reason ?
facebook,Comment,How do I donate without putting my credit card on line?
facebook,Comment,Yes I would like to do this today! How about if I head over to your place.. have to go to home depot first. I'll bring your pkg (sandles)
facebook,Comment,
facebook,Comment,get a job
facebook,Comment,This charity I would trust
facebook,Comment,When the crooked Jason Nixon and his family are no involved in the Mustard Seed I will support it.
facebook,Comment,Ask the government they have all money
facebook,Comment,What a great way to play it forward for people that are in need! I gave!
facebook,Comment,
facebook,Comment,❤️❤️❤️❤️❤️❤️❤️🦃🦃🦃🦃🦃🦃🦃🦃🦃🦃🦃🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗🍗
facebook,Comment,Donated
facebook,Comment,free at center street church and st marys
facebook,Comment,Way to go everyone
facebook,Comment,Get a job like I did.
facebook,Comment,Thank you so much for supporting our students and families in need. Your Time for Turkeys Thanksgiving Hamper campaign will ensure they can come together this weekend to enjoy a Thanksgiving dinner.
facebook,Comment,"Where is the mustard seed.
What can I bring?"
facebook,Comment,Calgarys crimminal grifters. get public funds from province and still grift to public.
facebook,Comment,
facebook,Comment,How wondeful!
facebook,Comment,Use your government ucp money
facebook,Comment,For sea food lovers i recommend  seafood bowl The Mustard Seed
facebook,Comment,Idk if Edmonton location can help since I've been donating hygiene bags once a month for over a year each bag gets about 2 pairs of socks (Walmart has $10 for 20)
facebook,Comment,AMEN
facebook,Comment,Wish we had a Trump in Canada.
facebook,Comment,Very thoughtful and thanks!!
facebook,Comment,
facebook,Comment,We're thrilled that we could help contribute! 💓
facebook,Comment,Congratulations to everyone involved!
facebook,Comment,Congratulations
facebook,Comment,Congratulations on an award that is well deserved!!
facebook,Comment,Congratulations Red Deer!
facebook,Comment,Congratulations!!!!
facebook,Comment,Your a beautiful human
facebook,Comment,"Congratulations, so very well deserved."
facebook,Comment,💛💛💛#CenovusCares
facebook,Comment,Do you take knitted toques????
facebook,Comment,Thank you #Cenovus for you great contribution to The Mustard Seed!!! 👏👏👏👏
facebook,Comment,We're so happy to support! 💙
facebook,Comment,It was an excellent night! Thanks Connie Jakab and The Mustard Seed
facebook,Comment,Still need donations??
facebook,Comment,Thank you for all you do ♥️
facebook,Comment,
facebook,Comment,Do you need any volunteers for any of these events.  Please PM if you do❤️
facebook,Comment,"why are you not out in the open , like your hiding from the public in these pictures. Or, is it the ""not in my Neighbourhood"" thinking?"
facebook,Comment,Thank you for caring
facebook,Comment,
facebook,Comment,It is such a blessing to serve our vulnerable community members.  Their warmth and gratefulness truly makes this the best part of my week 💖
facebook,Comment,
facebook,Comment,New socks or gently used?
facebook,Comment,Pauline- The Mustard Seed is collecting the items not The Link Church.
facebook,Comment,The Mustard Seed Will you have a necklace class in November?
facebook,Comment,Have you decided where your new building will be yet?  Is it up to you or must City Hall approve?
facebook,Comment,Well done to both - thanks so much for coming out and supporting The Mustard Seed School Lunch Program! 🫡
facebook,Comment,"It's an extreme shame though and disappointment that MHPS forcefully discontinued your guyses ability to bring and serve the vulnerable community members in the parks/downtown area where MOST of them are forced to reside.... (since our only shelter only has 30 beds and we have WELL OVER 30 homeless in our community......) especially now that most days are extremely cold and they're spent struggling to keep warm either forced to stay continuously moving just to keep some body heat or they will literally freeze to the pavement, not a single place let's them in to warm up every single business locks any and all doors by 8pm, transit terminal lobby kicks anybody out after 15 minutes no matter what, 500$ tickets to anybody loitering anywhere and everywhere is private property even the goddamned PARKING LOTS!!! God forbid any of the homeless try to build any sort of a makeshift shelter for the night... it is absolutely heartwrenching seeing groups of people in my community huddling like penguins trying as hard as they can to simply survive, to keep warm against cold cement in this freezing weather, 

But of course as I was mentioning,  the ridiculous outrageous decision MHPS forced you guys into of serving at the old arena because they'd rather ""out of sight out of mind"" and not bother any of the uptight ignorant scumbags of our society whom judge and belittle and bully our street folk and shun them as if ignoring the issue will make it no longer exist! We have multiple folk with walkers, MS diabetes, knee injuries/replacements.... various folk with impairments that cause them the inability to arrive at such an out of the way destination let alone for the HOUR that the brown bagged breakfasts are served for which in turn is no longer a positive thing. This has gone from being an awesome help for plenty into a rather disappointing disadvantage for PLENTY of our at risk community members who already don't get meals on weekends but are now forced to be facing extreme cold temperatures leading to frostbite and various other struggles due to our cities oh so open strong willingness to be compassionate leading to Mustard Seed meal on wheels for those in need being forced into being unable to efficiently successfully impact those who need it for survival......... I hope MHPS and the ""not in my neighborhood"" folk are all proud and feel great about themselves this holiday season knowing they've only done further detriment to plenty of lives whom had already been struggling more than most could handle whilst remaining tolerant and coping."
facebook,Comment,This is amazing! Do you ever need volunteers to help prepare/serve breakfast?
facebook,Comment,You guys are awesome for doing this. Thank you!🙏🙏
facebook,Comment,God bless
facebook,Comment,Such a great event
facebook,Comment,That is fantastic!  Congratulations to Jillian and all who contributed. Such a wonderful event supporting such an important cause!!
facebook,Comment,"Hi Mustard Seed team. Do you approve of the way this organisation used their gigantic platform to publicly honour the organisation's unrepentant sexual predator founder, Bill Hybels, this year? Does the harm Hybels did to the many women he sexually abused matter at all? 

https://julieroys.com/john-maxwell-praises-disgraced-pastor-bill-hybels-global-leadership-summit-gls-prompting-sharp-criticism-alleged-victim/"
facebook,Comment,Well done Jillian and TEAM!
facebook,Comment,"Thank you to all the volunteers!!  

Such a great event !
That harvest soup was my favourite!!"
facebook,Comment,Special thanks to Jillian for her continued support of the School Lunch Program. It is such an important program not only for students in Red Deer but many in communities across Central Alberta. Thanks to all those for spending your Sunday afternoon and congrats to Original Joes 🥘
facebook,Comment,Greetings from my beloved orphaned children in my ministry found in Uganda
facebook,Comment,Ross Stafford Scott Barnabe 🥰
facebook,Comment,Judy-Ann Wybenga
facebook,Comment,Lori Begg
facebook,Comment,Lynn Stegman
facebook,Comment,Beautiful sign of community spirit
facebook,Comment,"A big thanks to family, friends and the Mustard Seed who helps make it all happen. It takes a village!"
facebook,Comment,Ooooo such a fun event!!
facebook,Comment,Are you still accepting?
facebook,Comment,Sean Thomas Carroll 🫡
facebook,Comment,thank you for all that you do in our community 💖🥯
facebook,Comment,"Mmmmmm, love Booyah Bagels!!"
facebook,Comment,"O K ,,,, SURE , but Why is it that our hard earned Charity money , goes to Calgary ,,, First ? Is Edmonton still the Capital of Alberta ? HUH?? S.M.H. /"
facebook,Comment,Ever! Unconditional in this time of waste! Unforgivable!
facebook,Comment,A great message. It could happen to anyone. And people who appear to have everything might actually have nothing.
facebook,Comment,Awesome job!
facebook,Comment,Great job team 👍❤️
facebook,Comment,"Our community is nothing without Bhett. Bhett has heart, empathy, and provides quality care and attention to anyone who crosses her path. Mustard Seed, hold this employee tight and know how lucky you are to have her. Bhett's level of compassion and respect is like no other. Thank you for all you do for our people, Bhett. ❤️"
facebook,Comment,Why does this site say error when I try to open
facebook,Comment,
facebook,Comment,I'm far too addicted! ❤️ their 🥯
facebook,Comment,As soon as Jason Nixon gives up his pension from you and is no longer a minister I will consider donating again
facebook,Comment,They cater to immigrants in Calgary
facebook,Comment,I’m sure Premier Danielle Smith will find a way to ensure these donations never get to the people who need the help. She’s that evil!
facebook,Comment,Owned by Jason Nixon's family.
facebook,Comment,Biggest cult going  in Calgary
facebook,Comment,Donated .
facebook,Comment,"Always donate to mustard seed and Salvation Army , the money goes to needy , not highly paid executives!"
facebook,Comment,Thanks Bulldogs you did a great job and made a big impact on many kids.
facebook,Comment,"Kellie Anderson-Cabana Hello, my amazing fan!... I just wanted to say a huge thank you for your likes, follows, and kind of love. Your support means the world to me, and I’m so lucky to have you cheering me on. You inspire me every day, and I’m grateful for your love and encouragement. Feel free to send me a direct message so we can have more conversations on Messenger. Thank you, #JoshRoss💯"
facebook,Comment,"We need your help in Leduc, no shelter, no soup kitchen, only those with a physical address permitted to use the food bank. So many restrictions in place Leduc may need to have a place built that can meet the infinite demands of the Locals to ensure they don't have to 'see' or 'deal with' their fellow Human Beings who struggle."
facebook,Comment,the UCP are just creating more customers.
facebook,Comment,imagine if gretzky stayed playing at that age  he would have had 1100 goals lol
facebook,Comment,"Single white males need help, too.  minorities and women, and kids are always the first to get help from our social systems. The shelters are full of aging single white males who can't get subsidized housing or wages or into free training programs or any sort of help at all because the immigrants and natives and women and children and everyone else comes first. Why can't we all be considered equals?"
facebook,Comment,Mustard Seed is owned by the family of UCP MLA Jason Nixon.
facebook,Comment,"I donate monthly to the Mustard Seed, and I also purchase 100 meals each for the Hope Mission at all their celebrations.
I'm retired I can only donate so much."
facebook,Comment,Quick question. Why do the people who reside there have to leave during the day.
facebook,Comment,i do ! when can i pick it up ?
facebook,Comment,"I know the mustard seeds has beds for the homeless. I am a retired nurse, cleanliness is important to me. I have extra used pillows and they are washed, does mustard seeds accept mine. One could not afford to be choosy. Let me know"
facebook,Comment,You guys are doing great work The Mustard Seed Sponsor Energy🥰💕
facebook,Comment,It was a such a genuine honour spending time with you guys today and THANK YOU for everything you do to help our fellow citizens in need!
facebook,Comment,"Check out the whiteboard for their needed items: toiletries, toiletries, toiletries!! Let's help them out"
facebook,Comment,"Great work, team! You crushed it 🙌!"
facebook,Comment,"Good looking sandwiches!   Back in my day I only ever got one slice of ham. . . and it was so thin it didn't cast a shadow.   It was so thin, it only had one side.   Luckily my mom layered it between two slices of homemade bread that I am pretty sure was just compressed sawdust but I digress.   Well done Sponsor Energy love that your hearts are in the right place"
facebook,Comment,Just wonderful that you took the time to help.
facebook,Comment,I have a bunch of soaps and stuff at home that I will bring by this weekend.   Thanks letting us know
facebook,Comment,Terrible organization
facebook,Comment,Grifting 24/7😀😀
facebook,Comment,I challenge anyone to beat my monthly donation
facebook,Comment,does every one realize that the CEO of the mustard seed makes 650.000  per year. WHY.
facebook,Comment,Dump Jason Nixon and I may return
facebook,Comment,This does not help your cause.  No one believes Chris is in trouble
facebook,Comment,"In fairness, taxpayers shell out billions of dollars in government handouts for Indigenous people every year. And the recipients are spectacularly ungrateful!"
facebook,Comment,🙏🙏🙏🙏🙏🙏🙏🙏🙏
facebook,Comment,I was Chris in this commercial 😍🎬
facebook,Comment,Not affiliated with what?
facebook,Comment,
facebook,Comment,Alberta would never become the 51 state unless the NDP took over as they will do anything  to get power
facebook,Comment,
facebook,Comment,I will bring some. I have way to many
facebook,Comment,"Go to the Grey Eagle, they have record profits!"
facebook,Comment,"I am sure the Liberal Government will fund you! Please do not ask people close to being homeless to give you money, what are you a Liberal!"
facebook,Comment,💕❤️
facebook,Comment,No comments
facebook,Comment,Will plastic stuff be ok?n
facebook,Comment,"In what area would my donation go? And, are you in need of clothes?"
facebook,Comment,"You're facilities should be burned to the ground.
YOUR STAFF AND CLIENTELE SHOULD BE SHOT AND PISSED ON!!!
BLOOD CLOTS AND HEART ATTACKS IS THE ONLY """"GOOD"""" THE MUSTARD SEED CAN DO FOR ANYONE, ANYMORE."
facebook,Comment,
facebook,Comment,🙏🏽♥️
facebook,Comment,Will be donating
facebook,Comment,Unforgivable
facebook,Comment,❤️🌺
facebook,Comment,
facebook,Comment,Be Kind ♥️
facebook,Comment,One of my favorite monthly donation options.
facebook,Comment,"Need to see how you manage your newest project on 31st W in Saskatoon, especially after hearing about the Medicine Hat, AB issues. Donating to other sources to help in the meantime."
facebook,Comment,I will do that in my usual way!!
facebook,Comment,donated today
facebook,Comment,I’d like to know if the full amount goes to the cause; not to executives?
facebook,Comment,Giving elsewhere until we know more about the Medicine Hat issues with your organization!
facebook,Comment,Near your facility you devalue all other property value and perpetuate the homeless industrial complex
facebook,Comment,Who knew Gerard Butler had fallen on hard times?
facebook,Comment,Nice toque.
facebook,Comment,I have very little money but would willingly give my time to be helpful where needed.
facebook,Comment,There are so many transient homeless people to accommodate for the night. The turn over must be high. Lots of pillows and blankets are needed and to be cleaned to accommodate the next group. I wondered how often they are cleaned. I thought the Mustard Seeds can do more with the pillows I like to donate. They are all intact and washed. I believed mine would be welcome by those who can’t afford a place to stay. It was to my disappointmentmy washed and clean pillows were not accepted.
facebook,Comment,I can't eat those!
facebook,Comment,Wife been knitting wool touges..mitts..slippers all year for the unfortunate..had to just drop off at back door on west end
facebook,Comment,It's kind of hilarious that Mustard Seed won't actually profile the people who use the service.  Instead they use a generic AI photo of a white guy (or maybe its a real pic idk) to try and get money through false sense of racial solidarity.  Show us all the aboriginals you want us to pay for instead.  Let's be really really real about what the demographics are that you want us to Fork over money to support.
facebook,Comment,I used to support this group until I found out how much is actually going to those in need. Shame on Mustard Seed
facebook,Comment,"""Blurry"" Justin Yap 😎"
facebook,Comment,How wonderful 🎉
facebook,Comment,
facebook,Comment,Go check out the shelter….mostly immigrants working there and place priority on sheltering other immigrants
facebook,Comment,very nice
facebook,Comment,my friend offered clean blankets to the shelter and they asked if they were new and she said no but they were just cleaned and the shelter only wanted new so they went to Salvation Army.  Ungrateful
facebook,Comment,gofind theright agencyto havefood
facebook,Comment,Wow !  Great job
facebook,Comment,🙏🙏
facebook,Comment,Not affiliated with Meta WTF?!
facebook,Comment,"I have donated and was happy to hear it is matched, if we all who are able to give it will help so many people."
facebook,Comment,"🐑 🐑 🐑 I’m guessing 
Tamara should never have been taken to court, TJ was embarrassed and scared of a grandma"
facebook,Comment,Any denomination makes a difference 🙌🏽♥️
facebook,Comment,"So kind, thankyou"
facebook,Comment,
facebook,Comment,Always do
facebook,Comment,LET. CONE HEAD. CARNEY.  KEEP. DONATING. MONEY TO. UKRAINE......   !!
facebook,Comment,Yes
facebook,Comment,The mustard seed is owned by rich family so why would I donate ????
facebook,Comment,Alberta needs a government that isn't trying to privatize everything so the poor people die off.
facebook,Comment,"I can donate a flashlight so they stop shitting,and pissing at entries to our building."
facebook,Comment,My son works at the Mustard Seed in Medicine Hat. Your choosing to make a difference in the lives of our vulnerable is much appreciated. ❤️
facebook,Comment,"I do, please I need someone, hopefully a female to talk to and establish a nice friendship, I'm from Ontario and just have my dog, respectful, hardworking reaching senior age."
facebook,Comment,Ask Jason Nixon t fund more shelters!
facebook,Comment,"Years ago, my dad Ron Zabrok set up a planned giving life insurance policy with the Mustard Seed Mission as the owner and beneficiary. My dad got the tax receipts for the life insurance premiums. When he dies, the Mustard Seed collects the death benefit. 

But they have to keep waiting. My dad is going to be 101 in a few months, and he ain't dead yet! Hahaha"
facebook,Comment,This is an excellent Edmonton community service well worth our support. I personally know some present and former workers who sacrifice to serve others in need.
facebook,Comment,"Jillian, you both have done an amazing job and there are many children that have benefited greatly from your kindness."
facebook,Comment,Instead of creating housing in warehouses how about housing  in homes
facebook,Comment,I know that you use warehouses for shelters..is it because of outta sight outta mind thinking ...maybe your shelter should be downtown again so people can see the need and do better
facebook,Comment,Quit making excuses and get your damn shit together…. You COULD make it work but no….. you’re creating a dangerous environment by not providing a shelter… FIGURE IT OUT FAST
facebook,Comment,WINTER HAPPENS THE SAME DAMN TIME EVERY YEAR GET YOUR DAMN ACT TOGETHER ALREADY LIVES ARE AT RISK
facebook,Comment,"Christians
 Have no part with the LAWLESS, PAGAN religion of christianity, it has nothing what-so-ever to do with the God of Abraham, Isaac, and Jacob. They know nothing about the REAL Yeshua the Hebrew/Jewish Messiah of the bible. They worship some lawless, pagan Greek blasphemous Jesus Christos..""Christos"" (epithet). 
Prov. 28:9 ""If a person will not listen to the law, (those in the Christian religion), even his prayer is an abomination"".
 I submit to you, if we could arise a pagan from the grave, he would feel right at home in most of the proclaimed churches today. He would feel comfortable keeping all the pagan fertility gods & goddesses orgies/holidays: christmas, (Sol-Invictus/Saturnalia/Brumalia orgies), halloween, (All-Saints Day orgie), valentines day, (Lupercalia orgy), easter, (goddess of Ishtar/Isis/ orgies), and lent, (Tammuz), etc.. He would feel right at home in most churches. He would, in fact, probably be an elder.  FLEE BABYLON!  
Rev. 17:5 and on her forehead a name [was] written, a mystery,  “BABYLON THE GREAT, THE MOTHER OF HARLOTS AND OF THE ABOMINATIONS OF THE EARTH.” 
Rev. 18:4 Then I heard another voice out of heaven say: “My people, come out of her! so that you will not share in her sins, so that you will not be infected by her plagues, 
dasydministry.org
https://www.facebook.com/groups/515297202013461/ 
https://www.facebook.com/groups/1762451093828743"
facebook,Comment,I used to donate a lot until I found out Jason Nixon family is involved.. that monster who is destroying disabled lives.. $200@ a time..
facebook,Comment,"Hoping this council will help these needy people,  we need a safe place for them 🙏"
facebook,Comment,Because they would destroy it !!!
facebook,Comment,"Here's to the Mustard Seed edmonton's facilities team who put up with all the contractors and subcontractors and even staff who won't stop asking when, why, and WTF??? 

Thanks! You guys crush it every day 🧡"
facebook,Comment,So is there currently NO overnight shelter for the street folk in Medicine Hat??
facebook,Comment,I gotta think even  unfinished shelter with heat and out of the wind has to be better than sleeping outside.
facebook,Comment,"So what are your plans now? 

When will receive an update on finding a new location?

Why has the issue dragged on so long since you were initially informed you were required to move from your old location?

Thank you."
facebook,Comment,"I understand what you have said, however I still think it would better then the street under the bridge or door way."
facebook,Comment,"Ok.. fair enough BUT any sort of shelter, is better than being snowed or rained on. It provides SOME warmth!! Doesn’t make sense."
facebook,Comment,"Back in the day Aussies worked the ski hills and Canadians went to Australia for work.
Commonwealth just like moving down street from Calgary to Melbourne in one night.
Bring that 16 hour trek back."
facebook,Comment,You dont need that much space to gaslight and abuse vulnerable populations
facebook,Comment,"At least y'all are trying.. Hopefully it'll be done next winter. In the meantime, maybe you could do a fundraiser to get cold weather gear for those who're on the street this year? Or, if one is already going, highlight it so more people see it?"
facebook,Comment,Why do tax payers have to be responsable for drug addicts and drunks? Can't fix this by always giving. Stop giving them shit and thet will figure it out! School of hard knocks. Sucks go be them!
facebook,Comment,Maybe they could get a job and stop feeling sorry for thier bad choices in life.
facebook,Comment,What
facebook,Comment,How about they stop stealing from the community and cleaning up after themselves and I am sure people would cut them some slack.
facebook,Comment,Jason Nixon and his family own Mustard Seed. He is trying to literally Destroy Aish!!
facebook,Comment,"This is the worst time to be asking for donations! Everyone is struggling to find a way to provide a Christmas for their loved ones and at the same time still pay bills and stupidly high rents, car payments, etc. and not just these guys but everyone! Turn on the tv at dinner time and every commercial is some abused dog or starving child or old lady or people in a war torn country or crippled children? Enough with the guilt trips and begging people for money that can barely afford to feed themselves!"
facebook,Comment,"while I understand the terrible expense, I feel some things could be done slower than others, which is more acceptable freezing on the street or some discomfort in a ware house."
facebook,Comment,Better than going to the Hope Mission these days.
facebook,Comment,Dont give them a dime!
facebook,Comment,What about churches that sit empty except when there are sermons they could easily give shelter at night.
facebook,Comment,"Michael Logan and his wife have 2 black and white pups. Super friendly and they do sometimes adventure around. She owns Mustard Seed and her name has totally escaped me. If anyone can tag them.

The Mustard Seed"
facebook,Comment,They have to be given a place to stay and get out of the cold
facebook,Comment,"Stop giving my money to as silence, seekers, and refugees and give it to the homeless people instead, I get taxed enough"
facebook,Comment,Well I would if you were.  Being organized and run by a religious bigot is a bit counter-productive....  on top of your staff stealing from your clients.
facebook,Comment,"BAN THE HELLS ANGELS IN CANADA.  WE DONT NEED TERRORISTS IN PROFESSIONAL POSSITIONS OF AUTHORITY!!  skulls hell death destruction demons Satan fire red black white 13 81 LIES AND LIARS ARE TO BE IGNORED.  Lies are false not reality and Satan is the father of lies!  Anyone with tattoos of skulls fire demons ect need to be FIRED and go to the psych ward permanently.  Truth is LAW OVER CANADA IT IS ACCEPTED IT IS REALITY IT IS DECLARED RIGHTEOUS IT IS THE WORD OF GOD THE HOLY BIBLE GOD IS THE HIGHEST POWER ROMANS 13 GOD IS JESUS CHRIST JESUS CHRIST IS TRUTH HE IS LAW OVER CANADA.  CANADA BELONGS TO JESUS CHRIST NOT satanist lying psycho evil demon lovers!!  Ban the hells Angels in Canada.  God wants TRUTH AND LIFE not death and destruction of innocents.  Native aboriginals are the Jews descendants of Abraham the chosen race of God.  The ones Hitler killed 600 million.  40,000 nazis left Germany and caused the satanic panic which was deemed scientifically correct along with gang stalking in 2013!  Russ Dizdar shatter the darkness on YouTube.  Canada belongs to Jesus Christ the isrealite Jews descendants 12 tribes of the isrealite nation the homeless the Vulnerables the widows and the elderly the chosen ones children too.  Canada belongs to every human being!!  Ban the hells Angels in Canada secretly 🍒 PICKING SILENT SECTET MASS MURDEROUS SUPERFRUITS infiltrating Canada is ILLEGAL.  they were deemed terrorists in 1996.  Ban them now!  The satanic panic happened.  Jews are native aboriginals now endangered species we need protection not third world country shelters of depression and despair as everyone blames us listening to false advertisements against all God's chosen race and chosen people!!  Stand up for RIGHTROUSSNESS fight for the people of God.  Which is you.  Psalm 139 every human being was planned before the creation of the earth!!!!
We have terrorist illegal Ocg RCMP members.  Anyone with demon tattoos fire skulls needs to be put in the psych ward forever!  We're not safe with corrupt lying RCMP murderous psycho superfruits!!!"
facebook,Comment,oh my...
facebook,Comment,but we got 50 million for ukraine
facebook,Comment,"leave them in bus shelters , way better"
facebook,Comment,"You guys overthink everything because of insurance & nothing else. Any building that has 4 walls & a roof is far better that living out on the streets especially with winter upon us. The homeless endure the weather, no bathrooms or showers or heat on a daily basis, and your worried about making sure you have all the comforts  before declaring it livable? Give you're damn heads a shake."
facebook,Comment,So proud of TMS
facebook,Comment,"Has the former arena been considered for the Mustard Seed?  It already has washrooms and showers, laundry, and kitchen facilities.  It may not be perfect, but it would at least have basic needs covered until renos can be done."
facebook,Comment,Streets are much more accommodating
facebook,Comment,"Why can't the old arena be fixed up into  a shelter for them? Close to the river, downtown where they like to be, and near the police station for safety."
facebook,Comment,"shouldn't ahve an idnian on the front page.. how about a starving vetran family, or single mother"
facebook,Comment,"That will impact so many lives, well done Sally Morse, Spectra Supply 🎉🤩🧤"
facebook,Comment,"Thank you so much for providing a women's shelter. Sadly, it's a huge need in our community and we appreciate The Mustard Seed understanding that women need the security of a shelter that is just for them."
facebook,Comment,RNG in
facebook,Comment,"When I think of all the homeless junkies stealing all people's crap to pay for more dope and I drive past metal sided and roofed warehouses I automatically think, "" That would make a perfect funeral pyre for them."
facebook,Comment,I'm dead 😂
facebook,Comment,"As the ol' adage goes,the more things change, the more they stay the same.Its been twenty five years now since the city of Calgary kicked me out on the street making me homeless for the homeless, when they expanded the Calgary Drop In center, and yes I'm still perturbed about, but life still goes on.
 One thing I'm most perplexed about, after all these years now,no long term commitments have been made to combat homelessness,yes I am aware it's a complex situation, even after all these years the band aid approach is still being made.
Keep up the good work The Seed and all the seedlings.
 May the Creator bless each and everyone one of you."
facebook,Comment,Not from this cowboy !!
facebook,Comment,The Mustard Seed
facebook,Comment,Build it and they will come.
facebook,Comment,Fuck man the suffering is unbelievable in a country such as ours
facebook,Comment,Are we still allowed to share the word at the mustard seed. ?  I heard otherwise - has it become secular?  Can we share the story the real story about Christmas ?
facebook,Comment,I WILL NOT GIVE TO THIS ORGANIZATION  WHO GETS MILLIONS FROM THE PROVINCE.
facebook,Comment,I think you wou get more donations if you didn’t tell us how much to donate!
facebook,Comment,Doesn't offer Victoria BC as an option?
facebook,Comment,"Our society is now based on fakers the real people who lost everything are the ones people should be listening to especially the war vets! 
Those cunts who had family to help them are the problem! Fake everything what about the war vets who seen everything? 
Don't lie be cause I will challenge you 💯"
facebook,Comment,"Long term, two schools closing,  should have washrooms, small rooms for privacy, no asbestos!"
facebook,Comment,That's not a Calgarian
facebook,Comment,"With all respect Mrs. Seed, I'd trade my mattress for a Polar Pop fund, some cookies and a bagga groceries. 🤷"
facebook,Comment,Noone should ever be cold and hungry
facebook,Comment,Hi please check your private messages /message requests. Thank you so much
facebook,Comment,"No thanks get a job, get off drugs, should have stayed in school,"
facebook,Comment,
facebook,Comment,Done!
facebook,Comment,
facebook,Comment,Call Carney
facebook,Comment,talk to carney hes got millions to give away to other countries? dont ask over taxed canadians or seniors?
facebook,Comment,We would love to help everyone make hygiene kits for The Mustard Seed!!!
facebook,Comment,Great job!
facebook,Comment,
facebook,Comment,"Shit hole that uses Jesus Christ as a corporate figure head. The Church of Colonel Sanders.

You only might get a blanket at night. They give small amounts of slop and call it dinner. You're privately contracted hotels and you charge back to the state by the head. The homeless are cattle to be profited from. You keep them destroyed, you and your evil Calgary police buddies, they just murdered another mentally ill person on a routine wellness check. 

COCKSUCKERS"
